student_id,attendance_pct,internal_test1,internal_test2,assignments_avg,participation,prev_sem_gpa,test_avg,risk_score,risk_label
S029,65.99041965121792,19.29861250860741,22.454071890921668,12.533451734641178,1,7.021017848579566,20.876342199764537,66.01853020745173,1
S030,70.62459375310085,13.478416874477958,15.908829739206379,10.641147700132967,1,7.859821142124896,14.693623306842168,57.57097167323133,1
S031,65.97440081655904,21.19296229388687,18.97049385030662,14.422658740733612,5,8.083353228104778,20.081728072096745,79.68453321538644,0
S032,100.0,9.6923996886552,13.325663704489642,8.694681903311444,5,8.997475149729505,11.509031696572421,68.5936746255577,1
S033,74.79754162893099,17.66960100676342,21.596892490421116,14.969503142554345,5,7.564704510366936,19.633246748592267,79.8325520929826,0
S034,59.13433606566149,11.944919001187717,22.588783758810965,13.557192241103994,3,10.0,17.26685137999934,71.74454605338526,0
S035,87.33817368154783,14.740819460989204,18.067254150802505,12.601890494395274,5,7.867691825982256,16.404036805895856,75.35270404763054,0
S036,56.68734525043467,18.23699335658207,25.0,9.215890798199613,3,9.710974853480653,21.618496678291034,73.24092000644477,1
S037,78.13295392507133,13.697933173580239,15.096937347990636,15.540800319709149,1,4.700594639370902,14.397435260785437,56.918710963646866,1
S038,45.60494814180336,16.077222278850872,14.14250047916072,12.401897481014267,1,9.11968743546075,15.109861379005796,58.520038242363,1
S039,55.07720926652354,23.0314640460722,20.897807274239888,10.490249492869136,1,7.283087412245328,21.964635660156045,64.69066653356181,1
S040,77.95291853803685,15.115540652384256,24.188393210448616,5.383213360155052,2,5.161983288687274,19.651966931416435,58.948702920341475,1
S041,86.07699869993115,22.17846056032571,25.0,13.91745528484809,2,8.004654131073744,23.589230280162855,78.5533586137209,0
S042,77.57052421784955,12.35146572671191,18.16446294852424,19.316754790009234,4,7.136453354418819,15.257964337618073,74.26203738563115,0
S043,73.2652757641764,20.649020889576413,24.314723333725183,18.98377764364361,4,8.196063898137771,22.481872111650798,85.66934934368908,0
S044,70.48344456616067,25.0,19.845966121997172,12.628711230241183,4,8.713291749061295,22.422983060998586,80.40654310262785,0
S045,52.82217014448859,5.6417774993635526,19.30949080023672,12.193363818914658,2,5.713019859886085,12.475634149800136,52.21748018075875,1
S046,64.20233687407936,14.015523722647616,23.534639749946688,15.40632276822507,2,8.71790277894619,18.775081736297153,71.18236035614473,0
S047,68.09041843560318,20.8853606359027,22.60929151365368,11.004843682435126,4,7.50777538106486,21.74732607477819,75.4671631287734,0
S048,90.85683339328374,16.984773069785035,13.694431372063002,14.905375699458398,4,9.123409409631927,15.339602220924018,75.84595894004032,1
S049,80.15427434352692,19.855729366856544,25.0,16.298240835154072,5,7.253822125202558,22.42786468342827,85.24302012923374,0
S050,48.554397669558995,14.980074066420897,25.0,17.680799671652924,4,6.935509328962294,19.99003703321045,75.17990549818107,0
S051,79.86125954092192,18.4329489373645,17.497749193961884,13.699537770560141,5,7.532464848826741,17.96534906566319,76.93869971167632,0
S052,69.22376579375525,17.221613823039604,21.583214133749635,13.388978749469102,3,7.622232847655823,19.40241397839462,71.80090334031665,0
S053,64.84616999541062,23.838910308299035,21.976120745130956,11.366052239730317,2,6.704658238209918,22.907515526714995,69.96311800236221,1
S054,84.17514433261302,19.272104216506065,21.04269506329563,11.519358937880419,4,6.9044343228536595,20.157399639900845,74.806580513252,0
S055,90.46499283743927,19.68801331037601,17.79877938461832,13.32056332429542,2,6.027749358583453,18.743396347497168,68.09404557495351,1
S056,88.96920178674299,15.940615169387662,17.313506528247792,15.102096520448534,2,6.978425892251766,16.627060848817727,68.1517093468984,1
S057,62.41173715166042,15.561968879637533,19.89778371603422,16.74075387869975,2,8.311572071997094,17.729876297835876,69.89617329054067,0
S058,70.36181436223178,15.837209060901895,24.690916077037457,11.590463147958966,3,7.335174991312627,20.264062568969678,71.06563592755457,1
S059,79.96895147105346,19.972260711891483,22.174400618377728,18.478065706878567,1,8.710878355256794,21.073330665134606,76.65108953939426,0
S060,89.63317690683539,15.895077595898686,18.517542671655576,13.186629196872294,4,7.277484638816311,17.20631013377713,73.49316998665044,1
S061,67.81238643232065,19.448874284482066,23.086794842593378,13.935898116954691,1,5.782178402732023,21.267834563537722,65.86964530219608,1
S062,72.21511535004274,25.0,8.605829517479698,11.75836496255653,1,8.216729865067899,16.80291475873985,62.478955625014464,1
S063,58.40497538990958,22.355623517158463,24.595062801488414,6.727279219181176,1,6.691652230759917,23.475343159323437,62.880716016644,1
S064,57.05690063878994,16.369882339160796,13.0411448848876,16.652136189083148,2,7.219959253483759,14.705513612024198,62.74675491719104,1
S065,87.18788733591298,24.006069610819722,18.550236234387473,16.2105316912773,5,8.985086456980941,21.278152922603596,87.60947858029226,0
S066,95.34360042856234,15.959623134892244,15.521320421495425,13.15601732864536,2,6.106955448334183,15.740471778193834,64.4473188233802,1
S067,73.91984817629499,7.809377324110731,14.821274097116376,14.200972151674616,2,7.6976925449572615,11.315325710613553,58.879569285395036,1
S068,90.05299346838036,12.95956844541298,24.64330714951408,15.547817653112299,1,7.45137797995705,18.801437797463528,69.8870057656445,1
S069,80.42454037571451,8.646040394870722,18.129195194752434,9.312362429340372,2,8.341110858524523,13.387617794811579,59.53273100887918,1
S070,65.32320368092314,16.24243257979346,21.38601552692286,12.412841967961116,1,8.526184038578426,18.81422405335816,65.55642019277116,1
S071,80.4209340826262,18.092091895947757,19.812317684483265,16.38279403886548,5,7.816606805098671,18.95220479021551,81.36451255363454,0
S072,98.07054849698955,25.0,21.908163308892487,10.237131730492251,4,7.06755042410352,23.45408165444624,80.63876369281047,0
S073,74.46260941335073,19.634636868820813,20.307287564241022,14.880673796499888,1,8.068047004831152,19.970962216530918,69.8980419352196,0
S074,98.4696548372101,16.90449735595568,14.868031103245722,9.930254586129784,5,9.102787076573474,15.886264229600702,75.98421803318348,0
S075,40.0,22.147027905917447,23.98506727778856,15.399289947300579,4,7.467252072432359,23.066047591853003,77.3155232152171,0
S076,87.32853756562835,6.944323454960575,18.02497366735475,13.893075553107549,3,7.179292662692368,12.484648561157663,64.03038397789805,1
S077,76.30570602357257,19.178072790542828,13.773672405360996,9.154604552283471,1,7.965804309201588,16.475872597951913,59.78564723796889,1
S078,70.51488974301199,21.854325969434832,18.28753935613635,17.494218063371513,1,7.546472424443534,20.07093266278559,70.90267421946564,1
S079,76.37641164803253,10.607068771100792,25.0,11.796225269605852,3,5.894748691298641,17.803534385550396,65.95693753289994,0
S080,45.18646628098661,23.718770216034645,23.40088696845397,11.569242688956857,3,7.787196960476978,23.55982859224431,73.08153140108966,1
S081,71.70492168243732,19.69248203747207,18.605391462368562,14.60170759169283,1,5.883885109483483,19.148936749920317,64.1456879850203,1
S082,80.35668857267619,15.923560430495993,18.602969182726284,17.445912048286147,3,7.949376775690134,17.26326480661114,74.51923676139448,1
S083,97.16841067112274,21.163909330531425,18.71345979513047,10.95253454306481,2,6.543428730712119,19.938684562830947,69.5507360684739,0
S084,67.22594672589528,25.0,25.0,14.185039549543914,4,7.544249765023615,25.0,82.95781771325737,0
S085,62.87259595660218,18.909331275292477,21.527741808926212,15.286449500991719,4,7.9687126874390835,20.218536542109344,77.21834344284466,0
S086,67.47364434623195,19.24110293150168,21.72016658876428,16.079316821789433,4,10.0,20.48063476013298,82.60980940267446,0
S087,88.73103176553111,15.70319550229878,24.12113381612737,14.529324665831675,2,8.391299954144309,19.912164659213076,74.87659367314944,1
S088,79.93126664489526,13.750778152676041,20.955156636106054,12.898916482750034,3,9.137758571690801,17.352967394391047,72.63564064172692,1
S089,67.05359694349441,22.151679082721227,18.963831416717188,11.517229338053841,5,9.746097382432708,20.557755249719207,80.89915282431221,0
S090,82.69901149670034,13.719580870455664,19.214600603660088,14.258431649139125,3,8.087107100399333,16.467090737057877,71.07985353584539,1
S091,76.4561632402206,18.357831186096963,19.713594962343745,10.78358296404318,1,7.842827760320639,19.035713074220354,64.7376043167242,1
S092,89.52967485799334,15.611712766174417,19.851111053960633,5.235948549516177,4,6.219934669408541,17.731411910067525,65.17562373011624,1
S093,64.46920359183972,20.39489912873196,22.91051817454792,15.309679412473002,3,7.3600440811195265,21.65270865163994,75.63237977845992,1
S094,70.08506780103347,19.66831052643474,20.207783543229198,16.711804523258586,5,6.632294724436965,19.938047034831968,79.50145179722199,0
S095,69.11837770301764,23.187699721289498,22.93056030886232,6.911202693374484,1,7.018729379850736,23.059130015075908,64.53551540790015,1
S096,53.04727577801822,15.449918005726264,19.67713367956567,10.970807885870187,2,9.744796051430962,17.563525842645966,65.73245581219165,1
S097,79.44180415596864,16.650625323533145,20.31454076126436,15.857462783015594,2,7.637545811039987,18.48258304239875,71.35607112747583,1
S098,78.91582908269834,13.106181421088463,12.00719726187157,20.0,5,6.44892050674067,12.556689341480016,72.73790563544219,0
S099,75.07670184963692,15.778533699619441,23.665310698809925,14.062381123026224,1,9.149440145629566,19.72192219921468,70.83544149867514,0
S100,71.4811929993728,19.88650246522426,21.38595390359197,11.815991176312597,4,8.646330571484938,20.636228184408118,77.1213226928141,0
S101,53.769438869243785,21.78494308322676,23.992040439438608,13.45131067668548,3,8.709184191120476,22.888491761332684,76.66986073104698,1
S102,68.69032015851961,13.389173379111874,8.414978487225243,18.124629257444553,1,5.092643756277127,10.902075933168557,53.5945592589544,1
S103,69.85928225209845,22.3480296005283,25.0,12.062107462626393,2,9.838405149265782,23.67401480026415,78.03590681271632,0
S104,62.96584096167572,24.778189294024756,19.441641487379304,11.602423980049238,5,6.829782309487335,22.109915390702028,77.38928563636703,0
S105,72.58071432500986,20.067174516118506,24.432731266950064,12.551769433453902,5,8.433545727351307,22.249952891534285,82.67820696865162,0
S106,81.06076285221808,25.0,15.840376291497876,11.140014175223863,3,10.0,20.420188145748938,77.17959048689048,0
S107,100.0,14.131054004482134,22.45109562025028,14.368010947984386,5,10.0,18.291074812366205,85.27035758299328,0
S108,77.61866719247759,11.776726483442914,15.786337747305375,18.87403537540868,5,6.326925449432776,13.781532115374144,73.08711729993244,1
S109,78.86325586084146,9.106398755478606,17.50492415721678,14.969237819348088,1,5.766579195597273,13.305661456347693,56.85316490714685,1
S110,73.8833112635075,25.0,25.0,13.242939493621137,4,9.216415918617514,25.0,86.05185777466158,0
S111,46.21843177051438,21.27182828177029,19.237270396946613,13.124566193253369,3,7.6704669739127995,20.25454933935845,69.65608162351926,1
S112,74.60229186826174,17.722076645447725,20.86973149271889,9.31042757391003,1,6.898942270437504,19.295904069083306,61.827903624343136,1
S113,75.90345314911539,19.399843131599102,23.480270922755018,16.64932933144148,4,8.245462256326856,21.440057027177062,82.52639401969678,0
S114,100.0,12.372554763508116,21.98272755189042,13.766488408961594,1,7.3045445070486705,17.17764115769927,67.07382294784,0
S115,72.11458552828316,25.0,20.601675620574305,13.458560259228124,1,8.341588964458492,22.800837810287153,72.85681279010375,1
S116,79.52321013500419,18.646105909876137,21.459844009864902,20.0,5,7.580378169382479,20.052974959870518,85.65421406600261,0
S117,74.47932345442135,18.546973973024464,25.0,14.89625872509706,4,8.366865513993801,21.773486986512232,81.4479173219728,0
S118,57.46982943570702,21.62883311949346,19.769524811865658,11.744626849714447,3,6.426560773036334,20.699178965679558,68.39056738778595,0
S119,92.14234221772531,20.405046158683568,20.80439618685987,12.72092721138337,3,9.209354415759162,20.60472117277172,78.99639883788434,1
S120,86.27899549030161,19.119420121395656,24.20261758403045,17.445337127590264,4,8.337148044878926,21.661018852713052,85.17859641216232,0
S121,86.8654792056457,14.047627722773441,24.422103731831935,14.339811231613293,5,8.275556843284287,19.23486572730269,81.66120616246995,0
S122,61.35918817807892,20.357341785679978,24.748121222241522,9.6851660650479,2,6.158796087585607,22.55273150396075,66.46870212683173,1
S123,96.04191466404149,25.0,22.55492088811674,16.757686803725612,1,9.539558899973096,23.77746044405837,82.73853523571448,0
S124,53.97223405811579,24.727100230774887,15.427980349078066,11.995567743383019,5,7.483540680760478,20.077540289926475,74.73415498004391,1
S125,83.80285640700406,25.0,25.0,19.619893328652637,4,8.37365863491581,25.0,91.6628894356164,0
S126,100.0,15.443921617844074,15.414618427925248,17.240144197143945,1,7.11261064350407,15.429270022884662,67.33697776869079,1
S127,60.14195512303968,13.051975898707095,21.210541860956134,12.658034313023746,3,7.813066877618517,17.131258879831613,66.94463776561777,0
S128,66.50553405595842,17.37106539950176,16.98289659992257,17.843049085205337,2,7.856552822543285,17.176980999712164,69.84616666468241,1
S129,76.49477047631461,18.278624561443472,19.74344661362803,14.20356653158221,3,4.116082881595895,19.01103558753575,66.67731817803212,1
S130,67.44786518825701,23.470957592354743,21.31504964121392,16.55832102536666,4,8.198937749585797,22.393003616784334,82.54920320660983,0
S131,51.74004853400801,9.537676851425903,21.285428861801094,15.454198451883425,1,9.858409754066502,15.411552856613499,63.890159072299355,1
S132,76.0284446220904,25.0,21.68768301694114,11.46093003502738,4,8.147736310790348,23.343841508470568,80.43987641023753,0
S133,59.06544429410843,17.209960507105052,25.0,12.069350503047614,1,6.350750101332315,21.104980253552526,63.754099401431844,1
S134,82.10388645952773,15.8655946502629,21.814137206055918,17.089882452743485,5,8.279953879384664,18.83986592815941,82.90876223124496,0
S135,61.20863648649295,12.939478123699162,19.023373458837405,12.995674003680378,2,8.771376636208007,15.981425791268283,64.66704679602209,1
S136,98.24901607526309,9.725716640671154,23.85634867315343,12.78905461027401,5,8.114959819428464,16.791032656912293,78.05102610070837,0
S137,63.251200614956446,22.115852919809573,24.75788195569856,11.134632261951941,5,7.411047472283947,23.436867437754067,79.9653116823276,0
S138,70.16907725691486,18.36658983594202,15.08956873945203,15.270797196780382,4,7.209420929011284,16.728079287697025,71.83278013957445,1
S139,87.20275826054504,11.55019550129473,22.38960027939943,20.0,2,7.204428293559832,16.96989789034708,73.2130100469838,0
S140,56.53703525349067,11.52460613968192,22.804690969243595,10.797401257237182,1,8.337332281213454,17.164648554462758,60.15713809161275,1
S141,78.41189901906193,16.32107650354936,18.80974598656003,14.072658370018274,1,5.811451205928446,17.565411245054698,62.19786275923508,1
S142,94.60714131423643,25.0,25.0,18.236661666246288,3,7.053752206973512,25.0,86.75474925616709,0
S143,50.88775148158159,16.702043243181976,19.399777651869893,13.761075826262855,1,9.414731787613139,18.050910447525936,65.24908171319898,1
S144,77.76950787798457,10.48428523440947,20.50230581388617,15.357115388749202,4,9.461034319892612,15.49329552414782,75.24934228337167,0
S145,78.89824191372635,16.77128467957028,19.30771270286452,10.81281941555936,5,5.726223494638005,18.0394986912174,71.06137174762658,1
S146,86.72734307665965,16.636382151261646,20.06231619032587,15.284921291622945,5,6.142303666483669,18.349349170793758,77.3774665988066,0
S147,56.44573933682877,4.515566785292142,15.614899652419194,13.438567204986354,5,7.175255304566476,10.065233218855667,61.406509375015574,1
S148,55.193150803735854,17.72852566741094,14.239796469622823,16.957189987039587,2,8.571107420537222,15.98416106851688,67.03369739648997,1
S149,82.82912348425347,16.84532734895661,25.0,17.562158154694252,1,5.307030775136411,20.922663674478304,69.88331071351462,1
S150,79.45477009849779,21.48103182406709,16.61215460672669,20.0,4,7.434229638099026,19.04659321539689,81.13237539253946,0
S151,78.75739275518815,25.0,16.034430602174773,15.738899519640727,2,6.930985012104426,20.517215301087386,72.8116076087568,1
S152,80.19672314245463,23.632825147738785,11.38643954558514,14.9773889497465,3,9.09115760914228,17.509632346661963,74.68514557036482,0
S153,64.79962917632264,16.655556547225846,17.44415300924199,14.583152904732009,4,5.487709831236895,17.049854778233918,67.82645427582723,0
S154,78.48380545741506,12.467370456291649,14.707640826370007,12.940501121567936,4,7.611048738592347,13.587505641330829,67.10007962643186,1
S155,79.39608709948021,25.0,25.0,15.015451530385073,4,7.027668675181688,25.0,84.47916218660083,0
S156,64.28472872960448,18.29609217007244,24.03926835737054,13.11379576958291,5,9.263758711532745,21.16768026372149,81.95850347528713,0
S157,100.0,18.06964645956473,17.247398619289104,14.505382928808842,4,8.2171831756239,17.65852253942692,78.47404680882573,0
S158,82.10749381367681,17.879374564449982,25.0,17.952792606823877,1,6.797021208890718,21.43968728222499,73.56035034246354,1
S159,57.13044754196027,18.990423803839274,23.927061947966376,10.980372304161076,4,8.524063731994898,21.458742875902825,75.3245021885103,0
S160,84.84830412950744,17.278197940380288,18.70067446596551,17.419635683387135,5,7.0334053760297115,17.9894362031729,80.12135250260192,0
S161,60.379774946590175,15.131689965598818,10.002377140505708,17.951345202019596,4,8.699195653487704,12.567033553052262,69.5644596670134,1
S162,86.80626905613678,15.265705293798039,25.0,13.645794419026764,3,7.215507610937306,20.132852646899018,74.81331415620497,0
S163,92.37893368511106,17.836233648920008,14.441710132945616,7.634435302974216,3,8.765599894522516,16.13897189093281,67.22224182167612,0
S164,62.68976522472434,15.282876144331176,13.418405012172432,12.176534038716703,5,8.0232983461527,14.350640578251804,68.8423072220639,1
S165,89.45064193866483,14.435771086614178,24.090281728038562,17.890983639683327,1,10.0,19.26302640732637,77.16373317367804,0
S166,81.19171390404748,18.532151138459483,25.0,13.931395813103354,1,7.436524793500794,21.76607556922974,71.43398962635192,0
S167,87.33090239991735,16.725113912895722,25.0,11.002093303115267,2,7.959434749945738,20.86255695644786,72.09727487597944,1
S168,100.0,25.0,22.25563648020944,12.485675236315348,5,6.924690309940883,23.62781824010472,85.7256085363282,0
S169,71.31917825995694,4.745150958034941,22.379017366661145,16.521860079513658,4,7.503222408905734,13.562084162348043,69.08956055776775,1
S170,63.693957534637654,23.45753425961231,23.41366223512123,15.640200704604137,5,4.257797839020672,23.43559824736677,78.40463227543835,0
S171,61.65728355561715,24.230425962488145,23.03571435914706,13.283203702490917,2,8.05870081984924,23.633070160817603,74.7241855373342,0
S172,62.762845725518424,7.633048837959253,21.124765695877503,12.899526764555937,5,9.111449055539294,14.378907266918379,71.50260725400612,1
S173,73.84347435878844,16.286562029598258,20.416804415807505,12.824725552868534,5,7.975956005519225,18.35168322270288,76.66348405843881,0
S174,80.11727962224965,16.142795670021044,19.74962748840191,11.232769446504491,2,5.923366250427147,17.94621157921148,63.430515573802396,0
S175,79.15036198995028,10.962441526410894,16.984141644533295,18.846127068408325,1,6.537855416749199,13.973291585472094,62.732244673388905,1
S176,87.40774873554035,14.110916562045624,18.877299692532905,13.03303859236598,4,4.583769447412475,16.494108127289266,67.16912026474402,1
S177,75.1950283781686,12.447120772670857,13.228172743218458,17.651475562476488,2,8.67470880823851,12.837646757944658,66.11431916544207,1
S178,96.80301115735975,25.0,19.606641492821,18.563948155767356,3,6.292184048748504,22.3033207464105,82.10268806479941,0
S179,71.03014750143066,22.678391965737305,16.045635571396332,16.994932694443882,1,7.465549691745326,19.36201376856682,69.3589493470776,0
S180,100.0,24.357775474970794,15.585642731136916,12.705139061845856,3,7.315514913207336,19.971709103053854,75.76181310783203,0
S181,84.3850102164751,21.608360320216175,20.719576604613913,15.211190271009828,1,9.28527244278992,21.163968462415042,75.49357765711488,0
S182,62.14263665375576,12.354741143913854,25.0,13.927413180827251,4,7.602337581558886,18.677370571956928,73.0142622646943,1
S183,58.93661252908332,15.377398668601131,23.673266424009253,11.288894417809615,4,8.470671504127212,19.525332546305194,72.97481830420877,0
S184,82.23708622864778,20.44687280613959,13.717997585507291,14.97307784516481,5,8.155756516977196,17.082435195823443,78.26803054520371,0
S185,71.64805822011223,11.889360955540273,16.04148745371865,10.462880626520592,3,9.131293703953679,13.96542420462946,64.39386023646728,1
S186,85.71000741138138,21.56499215086194,23.763084751952864,17.56303816538469,1,7.21305156659645,22.6640384514074,76.22584357633988,0
S187,82.09856436860318,16.798373009209325,16.070050425846762,12.60614810810482,4,9.74353839660542,16.434211717528044,75.24296629602891,1
S188,73.9075663101469,16.125895962252013,19.101467400011902,14.603478967618518,2,5.117205412320822,17.613681681131958,63.66486171728473,1
S189,62.29809422897392,21.554799841017456,22.20020839609821,14.849863614638426,4,8.528968197601483,21.87750411855783,80.14235913163688,0
S190,52.27729162971203,20.2213165574302,16.12662218054546,13.223285078887768,2,6.460056469603042,18.17396936898783,62.618394935786625,1
S191,68.30227571899468,16.1951691709046,20.42150202458384,15.760081404425824,1,6.908700536664057,18.308335597744218,65.34605609138949,1
S192,87.84598191485209,23.79664901682124,14.663898020327181,12.575289030132426,4,8.183297120281242,19.23027351857421,77.23772627845158,0
S193,78.21140616195306,12.594683362000513,17.594529424195144,16.613891892371733,4,8.173682459817291,15.094606393097829,73.55096119953998,1
S194,56.31391831932018,21.07967803472132,21.279127736570146,9.962060959259755,1,8.227713616428085,21.179402885645732,64.958028092939,1
S195,77.59771388776772,20.96550628984192,13.628025065873324,14.379138738639236,4,5.836610467073714,17.29676567785762,70.41814622591045,1
S196,80.77976069593255,16.452267803430047,21.761898951841594,19.816786997174855,2,9.23883627753509,19.10708337763582,78.88838015824668,0
S197,61.74213845698301,19.63066511121059,19.921448804293274,10.999006026183276,4,6.419223458126789,19.776056957751933,69.77512905133358,1
S198,77.30587658918292,11.744432118073485,22.20995981766859,11.966765088425445,3,6.579255491729761,16.977195967871037,66.28273338091638,0
S199,75.87313077669,22.620135096034506,20.895656536258645,15.541723548976744,5,8.265476085800195,21.757895816146576,84.81901643250708,0
S200,57.85544553254066,17.075489317785056,25.0,14.538745345818795,2,7.1559345902865115,21.037744658892528,69.95966775711358,1
S201,80.36681040522424,15.386384897404803,20.50089801059163,15.051890297820677,3,7.86991300867499,17.943641453998218,73.20274183414242,1
S202,83.41176789552351,23.245046129184445,18.282377835498988,15.46756139044299,1,4.912079164040655,20.763711982341718,67.13994050661722,1
S203,91.24576864762915,14.478281547286205,20.489190012129136,15.904164405685309,2,7.841189339423078,17.483735779707672,71.97887590952544,1
S204,90.80703078052355,10.957693518182202,22.17319211614555,17.32909952586867,5,7.761398255414658,16.565442817163877,80.13392839901748,0
S205,54.33495948064363,10.216854132380481,20.19544028130282,15.229455970785537,5,6.88816975468286,15.20614720684165,69.6089622372782,1
S206,60.93262440127316,21.030049756728197,20.16236676481553,13.276227036144373,1,5.011108848282253,20.596208260771864,61.95770757112772,1
S207,82.7255290081299,11.597853237518585,17.19203324877298,16.017721103608196,1,7.244630086222075,14.394943243145782,62.566575479715226,1
S208,82.70678926368313,25.0,17.34839632979621,19.699645804685645,2,7.455151368241665,21.174198164898105,78.81874954142098,0
S209,82.72571529459071,7.59035296058139,14.389578912801227,13.602098760852279,4,7.059325211603406,10.98996593669131,63.555825355731365,1
S210,100.0,25.0,25.0,11.076412085988075,1,5.296590642681003,25.0,72.30263403421507,0
S211,83.5633576603975,19.05508733601309,15.024547058434859,17.321242007860917,4,9.413680808780299,17.039817197223975,79.96995009933754,0
S212,92.03348460270898,17.516434440648037,17.22837920881637,13.638856508139206,3,6.733366166466753,17.372406824732202,70.69598362895907,1
S213,89.31002645239803,15.275404565955252,17.12637093772321,7.481991361957892,5,7.233354404492519,16.200887751839232,69.58651221983285,1
S214,84.77086876958697,19.995680571760353,23.579697507777766,16.542265031451265,4,4.608630814538051,21.78768903976906,77.62576783948425,0
S215,70.27096133039481,17.81182648787576,18.82020128683189,12.394015442138231,5,9.413826418437848,18.316013887353826,78.31249603515731,0
S216,86.38453830739901,23.516509410082605,24.990968290694937,13.728400153087518,4,6.940140081919132,24.25373885038877,83.0670315928289,0
S217,63.40762178193643,18.571138243310198,17.306037503024527,14.995940991707045,3,7.618155380489043,17.938587873167364,70.31766016424872,1
S218,71.44772089889986,18.75150880730939,21.11597664889521,14.5714990393372,1,8.844884933779982,19.9337427281023,70.54241247052074,0
S219,67.71954678256344,16.18193893893072,16.65861178696097,16.128355451417118,3,6.688434954340049,16.420275362945844,68.0806358962884,1
S220,76.22811209079484,17.715271881394663,25.0,12.69354088829047,1,8.655893984863853,21.35763594069733,71.2317274195318,1
S221,100.0,19.539008844460295,15.249606323881949,15.539317394528249,1,5.02640945287063,17.394307584171123,64.88072559144898,0
S222,46.99102211112378,9.449158036716872,21.23928284090811,13.22135996724825,5,8.161183989085576,15.344220438812492,69.26377567832478,1
S223,85.2939028556177,11.259072889471435,22.535107523728392,16.216431442662508,3,9.386690599823584,16.897090206599913,76.16378767536905,1
S224,50.80926193215522,21.716320470113576,21.655196389805994,15.84610245203916,4,6.803499783338364,21.685758429959783,76.04858062648813,0
